,age,job,marital,education,default,housing,loan,duration,campaign,pdays,previous,poutcome,y
3515,31,blue-collar,married,basic.9y,no,no,no,129,2,999,0,nonexistent,0
3516,31,admin.,married,university.degree,no,no,no,196,1,999,0,nonexistent,0
3517,35,services,married,high.school,no,yes,no,377,4,999,0,nonexistent,0
3518,58,blue-collar,married,basic.4y,no,yes,no,184,1,999,0,nonexistent,0
3519,38,technician,married,professional.course,no,yes,no,363,2,10,1,success,1
3520,51,admin.,married,basic.4y,unknown,no,no,516,1,999,0,nonexistent,0
3521,36,technician,married,professional.course,no,no,no,151,1,999,0,nonexistent,0
3522,47,blue-collar,married,high.school,unknown,yes,no,224,3,999,0,nonexistent,0
3523,49,admin.,single,high.school,no,no,no,103,1,999,0,nonexistent,0
3524,39,housemaid,married,basic.4y,no,yes,yes,215,1,999,0,nonexistent,0
3525,33,admin.,single,university.degree,unknown,yes,no,183,3,999,0,nonexistent,0
3526,66,retired,married,professional.course,no,no,yes,525,1,21,2,failure,1
3527,36,technician,married,professional.course,no,yes,no,45,1,999,0,nonexistent,0
3528,46,blue-collar,divorced,basic.9y,no,no,no,332,3,999,0,nonexistent,0
3529,44,services,married,professional.course,unknown,yes,no,428,2,999,1,failure,0
3530,50,technician,married,professional.course,unknown,yes,yes,705,7,999,0,nonexistent,1
3531,32,services,married,professional.course,no,yes,no,379,1,999,0,nonexistent,0
3532,52,housemaid,married,basic.6y,no,yes,no,268,1,999,0,nonexistent,0
3533,26,blue-collar,single,high.school,no,no,no,213,4,999,0,nonexistent,0
3534,30,admin.,single,university.degree,no,no,no,180,1,999,0,nonexistent,0
3535,34,technician,divorced,professional.course,no,yes,no,296,2,999,0,nonexistent,0
3536,30,management,married,university.degree,no,yes,yes,196,1,999,0,nonexistent,0
3537,56,retired,married,basic.4y,no,no,no,163,2,999,1,failure,0
3538,33,blue-collar,married,basic.9y,no,yes,no,76,2,999,0,nonexistent,0
3539,31,blue-collar,divorced,basic.6y,no,yes,no,597,17,999,0,nonexistent,0
3540,47,admin.,single,unknown,unknown,yes,no,247,1,999,0,nonexistent,0
3541,46,services,married,professional.course,no,no,no,75,3,999,0,nonexistent,0
3542,54,technician,married,basic.4y,no,no,no,120,2,999,0,nonexistent,0
3543,30,technician,single,university.degree,no,no,no,78,2,999,0,nonexistent,0
3544,40,self-employed,married,unknown,unknown,no,no,143,9,999,0,nonexistent,0
3545,45,services,married,high.school,no,yes,no,68,4,999,0,nonexistent,0
3546,45,unemployed,married,basic.4y,no,yes,yes,264,1,999,0,nonexistent,0
3547,55,retired,married,high.school,no,yes,no,136,3,3,1,success,0
3548,30,admin.,married,university.degree,unknown,no,no,313,2,999,0,nonexistent,0
3549,82,housemaid,divorced,basic.4y,no,no,no,316,1,999,0,nonexistent,1
3550,55,unknown,married,basic.4y,no,yes,no,1298,1,999,0,nonexistent,1
3551,39,entrepreneur,married,basic.9y,no,no,no,157,2,999,0,nonexistent,0
3552,46,technician,married,basic.9y,no,yes,no,1135,2,999,0,nonexistent,0
3553,33,blue-collar,single,basic.4y,no,no,no,60,1,999,0,nonexistent,0
3554,39,admin.,single,unknown,no,no,no,188,2,999,0,nonexistent,0
3555,37,blue-collar,married,basic.4y,unknown,yes,no,97,3,999,0,nonexistent,0
3556,28,technician,single,professional.course,no,yes,no,78,3,999,0,nonexistent,1
3557,41,technician,divorced,university.degree,no,yes,yes,116,2,999,0,nonexistent,0
3558,39,admin.,married,university.degree,no,no,no,160,3,999,0,nonexistent,0
3559,27,blue-collar,married,basic.4y,no,yes,no,51,5,999,0,nonexistent,0
3560,39,housemaid,married,basic.9y,no,yes,yes,272,2,999,0,nonexistent,0
3561,46,technician,married,professional.course,no,yes,no,61,1,999,1,failure,0
3562,38,technician,married,professional.course,no,no,no,119,1,999,0,nonexistent,0
3563,54,technician,single,high.school,no,yes,no,32,2,999,0,nonexistent,0
3564,25,admin.,single,basic.9y,no,no,no,18,29,999,0,nonexistent,0
3565,37,admin.,married,university.degree,no,no,yes,206,2,6,1,success,1
3566,28,self-employed,single,basic.9y,no,no,no,125,3,999,0,nonexistent,0
3567,53,blue-collar,married,basic.4y,unknown,yes,no,446,1,999,0,nonexistent,0
3568,58,blue-collar,married,basic.4y,unknown,yes,no,451,2,999,1,failure,0
3569,31,admin.,single,high.school,no,no,no,132,22,999,0,nonexistent,0
3570,42,services,married,high.school,no,yes,no,174,1,999,0,nonexistent,0
3571,37,blue-collar,married,professional.course,no,yes,no,340,3,999,0,nonexistent,0
3572,37,self-employed,divorced,university.degree,no,no,no,143,3,999,1,failure,0
3573,24,blue-collar,single,basic.9y,no,yes,no,61,3,999,0,nonexistent,0
3574,33,technician,married,professional.course,no,yes,no,9,17,999,0,nonexistent,0
3575,59,technician,married,professional.course,no,yes,no,1438,2,999,0,nonexistent,0
3576,60,retired,married,basic.4y,no,no,no,82,1,999,0,nonexistent,0
3577,31,admin.,married,university.degree,no,no,no,209,1,999,0,nonexistent,0
3578,38,technician,married,professional.course,no,no,no,101,1,999,0,nonexistent,0
3579,35,unknown,single,high.school,unknown,yes,no,277,3,999,0,nonexistent,0
3580,26,admin.,single,university.degree,no,no,no,1087,1,3,1,success,1
3581,52,retired,married,university.degree,no,no,no,147,1,999,0,nonexistent,0
3582,35,blue-collar,married,basic.9y,no,no,yes,782,2,999,0,nonexistent,0
3583,42,admin.,divorced,university.degree,no,no,no,232,1,999,0,nonexistent,0
3584,46,unemployed,divorced,basic.9y,no,yes,no,231,2,999,0,nonexistent,0
3585,40,technician,married,professional.course,no,no,no,92,6,999,0,nonexistent,0
3586,58,admin.,married,university.degree,no,no,no,129,2,999,0,nonexistent,0
3587,52,blue-collar,married,basic.4y,no,yes,no,156,6,999,0,nonexistent,0
3588,30,admin.,divorced,university.degree,no,no,yes,198,1,999,0,nonexistent,0
3589,44,blue-collar,married,basic.9y,no,no,no,135,3,999,0,nonexistent,0
3590,53,services,married,high.school,unknown,yes,no,107,1,999,0,nonexistent,0
3591,30,management,single,university.degree,no,no,no,27,7,999,0,nonexistent,0
3592,43,blue-collar,married,basic.6y,no,no,no,272,1,999,0,nonexistent,0
3593,39,services,single,high.school,no,yes,no,308,6,999,0,nonexistent,1
3594,43,management,married,basic.9y,no,yes,no,180,1,6,2,failure,0
3595,57,blue-collar,divorced,basic.4y,unknown,yes,no,47,1,999,0,nonexistent,0
3596,37,admin.,single,university.degree,no,no,no,416,2,999,0,nonexistent,1
3597,32,technician,married,university.degree,no,no,no,137,1,999,0,nonexistent,0
3598,40,admin.,single,professional.course,no,yes,no,43,1,999,1,failure,0
3599,41,blue-collar,single,unknown,unknown,no,no,780,3,999,0,nonexistent,0
3600,46,technician,divorced,university.degree,no,no,no,1288,3,999,0,nonexistent,0
3601,33,services,single,high.school,no,yes,no,367,2,999,1,failure,0
3602,49,management,divorced,university.degree,no,no,no,170,7,999,0,nonexistent,0
3603,52,management,married,high.school,no,no,no,408,1,999,0,nonexistent,1
3604,31,admin.,single,university.degree,no,yes,no,244,1,999,0,nonexistent,0
3605,32,blue-collar,married,basic.9y,no,yes,no,261,1,999,0,nonexistent,0
3606,37,admin.,single,university.degree,no,no,no,125,11,999,0,nonexistent,0
3607,45,housemaid,married,basic.4y,no,no,no,76,3,999,0,nonexistent,0
3608,39,blue-collar,divorced,basic.6y,unknown,yes,yes,32,1,999,0,nonexistent,0
3609,28,blue-collar,single,basic.9y,no,no,no,489,2,999,0,nonexistent,0
3610,45,blue-collar,divorced,basic.4y,unknown,yes,no,168,1,999,0,nonexistent,0
3611,33,admin.,married,university.degree,unknown,yes,no,386,2,999,0,nonexistent,0
3612,37,technician,married,professional.course,no,yes,no,834,9,999,0,nonexistent,0
3613,34,entrepreneur,single,university.degree,no,yes,no,87,1,999,0,nonexistent,0
3614,39,services,married,basic.9y,no,yes,no,322,3,999,0,nonexistent,0
3615,31,admin.,single,university.degree,no,yes,yes,115,2,999,0,nonexistent,0
3616,41,management,married,high.school,no,yes,no,180,2,999,0,nonexistent,0
3617,55,admin.,married,high.school,no,no,no,317,2,10,3,success,0
3618,49,blue-collar,married,basic.9y,no,no,no,135,1,999,2,failure,0
3619,36,admin.,divorced,university.degree,unknown,yes,no,187,1,999,0,nonexistent,0
3620,26,admin.,married,high.school,no,no,no,120,6,999,0,nonexistent,0
3621,46,admin.,married,university.degree,unknown,no,no,55,2,999,0,nonexistent,0
3622,38,management,divorced,university.degree,no,yes,no,543,9,999,0,nonexistent,0
3623,40,blue-collar,married,basic.9y,unknown,yes,no,504,4,999,0,nonexistent,0
3624,38,admin.,married,university.degree,no,yes,no,47,5,999,0,nonexistent,0
3625,49,housemaid,married,professional.course,no,yes,no,351,2,999,0,nonexistent,0
3626,51,technician,married,professional.course,no,yes,yes,246,3,999,0,nonexistent,0
3627,41,services,divorced,basic.9y,no,yes,no,163,1,999,0,nonexistent,0
3628,42,blue-collar,married,basic.9y,unknown,yes,no,326,1,999,0,nonexistent,0
3629,32,services,married,high.school,no,no,no,175,1,999,0,nonexistent,0
3630,37,technician,single,professional.course,unknown,unknown,unknown,51,4,999,0,nonexistent,0
3631,46,services,married,high.school,no,yes,no,183,3,999,0,nonexistent,0
3632,33,technician,divorced,professional.course,no,no,no,85,4,999,0,nonexistent,0
3633,68,retired,divorced,professional.course,no,yes,no,418,2,999,0,nonexistent,1
3634,41,blue-collar,married,basic.9y,no,yes,no,69,1,999,1,failure,0
3635,32,admin.,single,university.degree,no,yes,no,460,2,999,0,nonexistent,0
3636,29,admin.,single,university.degree,no,no,no,245,6,999,1,failure,0
3637,36,admin.,married,university.degree,no,yes,no,196,1,999,0,nonexistent,1
3638,37,admin.,single,university.degree,no,yes,no,212,7,999,0,nonexistent,0
3639,57,technician,married,high.school,unknown,no,no,784,1,999,0,nonexistent,1
3640,40,blue-collar,single,basic.6y,unknown,no,no,201,2,999,0,nonexistent,0
3641,36,admin.,married,university.degree,no,no,no,147,1,999,0,nonexistent,0
3642,33,unemployed,divorced,professional.course,no,yes,no,151,2,999,0,nonexistent,0
3643,53,management,married,university.degree,no,yes,yes,81,1,999,0,nonexistent,0
3644,56,management,married,university.degree,no,yes,no,90,1,999,0,nonexistent,0
3645,33,management,married,professional.course,no,no,no,578,1,999,0,nonexistent,1
3646,48,admin.,divorced,basic.9y,no,no,no,1424,4,999,0,nonexistent,1
3647,38,self-employed,married,university.degree,unknown,no,no,96,10,999,0,nonexistent,0
3648,22,student,single,high.school,no,no,no,53,2,3,1,success,0
3649,50,admin.,divorced,university.degree,no,yes,no,23,9,999,0,nonexistent,0
3650,58,retired,married,professional.course,no,no,no,577,1,999,0,nonexistent,0
3651,56,retired,married,professional.course,no,yes,no,202,5,999,0,nonexistent,0
3652,53,self-employed,divorced,university.degree,no,no,no,397,3,999,0,nonexistent,0
3653,41,admin.,married,university.degree,unknown,yes,no,114,2,999,0,nonexistent,0
3654,80,retired,divorced,basic.4y,no,no,yes,720,5,999,1,failure,0
3655,50,management,married,university.degree,no,yes,no,198,1,999,0,nonexistent,0
3656,33,services,single,high.school,no,yes,no,789,1,999,0,nonexistent,0
3657,29,technician,single,university.degree,no,no,yes,57,1,999,0,nonexistent,0
3658,45,self-employed,single,basic.9y,no,yes,no,156,1,999,0,nonexistent,0
3659,22,blue-collar,single,basic.6y,unknown,unknown,unknown,270,1,999,0,nonexistent,0
3660,34,admin.,divorced,university.degree,no,yes,no,25,4,999,0,nonexistent,0
3661,35,admin.,married,university.degree,no,yes,no,690,1,999,0,nonexistent,0
3662,46,admin.,single,high.school,no,no,no,329,2,9,4,failure,0
3663,47,blue-collar,married,unknown,unknown,yes,no,227,3,999,0,nonexistent,0
3664,33,admin.,single,high.school,no,yes,no,195,1,999,0,nonexistent,0
3665,51,admin.,married,university.degree,no,no,no,104,2,1,1,success,0
3666,38,blue-collar,single,unknown,no,yes,no,39,1,999,1,failure,0
3667,58,admin.,married,high.school,no,no,no,214,1,999,0,nonexistent,0
3668,49,admin.,married,university.degree,unknown,no,no,97,3,999,0,nonexistent,0
3669,45,housemaid,single,basic.9y,no,yes,no,113,1,999,0,nonexistent,0
3670,42,management,married,high.school,unknown,no,no,179,5,999,0,nonexistent,0
3671,31,technician,married,high.school,no,yes,yes,232,1,999,0,nonexistent,0
3672,45,blue-collar,married,basic.9y,unknown,no,yes,145,2,999,0,nonexistent,0
3673,24,student,single,professional.course,no,no,no,180,2,999,1,failure,0
3674,37,services,divorced,high.school,no,yes,no,42,4,999,0,nonexistent,0
3675,27,admin.,married,high.school,unknown,no,yes,318,3,999,0,nonexistent,0
3676,48,technician,married,professional.course,no,no,yes,266,5,999,0,nonexistent,0
3677,46,admin.,married,high.school,no,yes,no,308,1,999,1,failure,0
3678,57,retired,married,basic.4y,unknown,yes,no,57,2,999,0,nonexistent,0
3679,56,technician,married,basic.4y,no,yes,no,143,3,999,0,nonexistent,0
3680,33,self-employed,single,professional.course,no,yes,no,85,1,999,0,nonexistent,0
3681,42,blue-collar,married,basic.9y,no,yes,yes,63,4,999,0,nonexistent,0
3682,53,entrepreneur,married,basic.4y,unknown,yes,no,150,1,999,0,nonexistent,0
3683,54,blue-collar,married,basic.9y,no,no,no,258,2,999,0,nonexistent,1
3684,28,technician,single,high.school,no,yes,no,166,6,999,0,nonexistent,0
3685,38,technician,married,high.school,no,no,no,100,5,999,0,nonexistent,0
3686,45,technician,married,basic.9y,unknown,no,no,174,1,999,0,nonexistent,0
3687,30,technician,single,university.degree,no,no,no,327,2,999,0,nonexistent,1
3688,55,technician,married,professional.course,no,yes,no,182,1,999,0,nonexistent,0
3689,45,technician,married,professional.course,no,no,no,158,1,999,0,nonexistent,0
3690,25,admin.,single,high.school,no,yes,no,418,4,999,0,nonexistent,0
3691,54,management,married,high.school,no,no,no,725,4,999,0,nonexistent,0
3692,43,blue-collar,single,basic.4y,unknown,yes,no,181,2,999,0,nonexistent,0
3693,28,technician,single,university.degree,no,yes,no,120,3,999,0,nonexistent,1
3694,33,blue-collar,married,basic.9y,no,yes,no,244,1,999,0,nonexistent,0
3695,48,admin.,divorced,university.degree,no,no,no,94,4,999,0,nonexistent,0
3696,36,technician,married,high.school,no,no,no,128,1,999,0,nonexistent,0
3697,38,services,single,high.school,no,no,no,256,2,999,0,nonexistent,1
3698,42,admin.,divorced,university.degree,no,yes,yes,153,1,999,0,nonexistent,0
3699,24,admin.,single,university.degree,no,yes,no,393,3,999,0,nonexistent,0
3700,33,admin.,single,university.degree,no,yes,yes,44,1,999,0,nonexistent,0
3701,34,entrepreneur,married,basic.4y,no,no,no,75,1,999,0,nonexistent,0
3702,56,blue-collar,married,basic.4y,unknown,yes,no,400,2,999,0,nonexistent,0
3703,52,technician,married,university.degree,no,no,no,211,1,3,4,success,1
3704,29,admin.,married,high.school,no,yes,no,106,1,999,1,failure,0
3705,54,technician,married,professional.course,no,no,no,796,1,999,0,nonexistent,0
3706,43,blue-collar,married,basic.9y,no,no,no,246,2,999,0,nonexistent,0
3707,60,retired,married,high.school,no,no,no,181,3,6,1,success,1
3708,49,admin.,divorced,high.school,no,no,no,602,1,999,0,nonexistent,0
3709,51,admin.,divorced,university.degree,unknown,no,no,59,2,999,0,nonexistent,0
3710,34,admin.,married,university.degree,no,yes,no,351,1,999,0,nonexistent,0
3711,32,admin.,married,basic.9y,no,no,no,77,2,999,0,nonexistent,0
3712,31,services,single,basic.9y,no,unknown,unknown,429,1,999,3,failure,0
3713,54,retired,divorced,university.degree,no,no,no,296,1,999,0,nonexistent,0
3714,31,admin.,single,high.school,unknown,no,no,90,1,999,0,nonexistent,0
3715,35,services,married,high.school,no,yes,no,104,4,999,1,failure,0
3716,44,services,married,basic.9y,no,yes,no,109,4,999,0,nonexistent,0
3717,63,retired,married,professional.course,no,no,no,83,4,999,0,nonexistent,0
3718,28,technician,married,university.degree,no,yes,yes,175,3,999,0,nonexistent,0
3719,56,management,married,basic.4y,unknown,yes,no,122,1,999,0,nonexistent,0
3720,31,services,married,high.school,no,yes,no,32,2,999,0,nonexistent,0
3721,33,management,married,university.degree,no,no,no,405,3,999,0,nonexistent,0
3722,25,admin.,single,university.degree,no,no,no,835,1,999,0,nonexistent,0
3723,44,admin.,divorced,university.degree,no,yes,yes,130,1,999,0,nonexistent,0
3724,54,technician,married,university.degree,no,yes,no,252,2,999,0,nonexistent,0
3725,32,housemaid,married,basic.6y,unknown,no,no,19,1,999,0,nonexistent,0
3726,54,housemaid,married,professional.course,no,yes,no,152,4,999,0,nonexistent,0
3727,32,technician,married,professional.course,no,no,no,158,2,999,1,failure,0
3728,46,admin.,married,high.school,no,no,no,243,1,999,0,nonexistent,0
3729,57,retired,divorced,professional.course,no,no,no,203,1,999,0,nonexistent,0
3730,30,technician,single,professional.course,no,no,no,214,1,999,0,nonexistent,0
3731,54,management,married,university.degree,no,yes,no,281,3,999,0,nonexistent,0
3732,48,self-employed,married,university.degree,no,yes,no,141,2,999,1,failure,0
3733,28,services,married,high.school,no,no,no,171,1,999,0,nonexistent,0
3734,37,admin.,married,university.degree,no,yes,no,386,2,999,0,nonexistent,0
3735,40,technician,married,basic.9y,no,no,no,319,1,999,0,nonexistent,0
3736,28,technician,married,university.degree,no,yes,no,402,1,999,0,nonexistent,0
3737,41,blue-collar,married,basic.9y,no,no,no,95,1,999,0,nonexistent,0
3738,27,student,single,high.school,unknown,no,no,471,1,999,0,nonexistent,0
3739,45,admin.,married,professional.course,no,no,no,49,1,999,0,nonexistent,0
3740,45,management,married,basic.9y,unknown,yes,no,305,1,999,0,nonexistent,0
3741,43,blue-collar,married,basic.6y,no,yes,no,169,4,999,0,nonexistent,0
3742,35,housemaid,married,basic.4y,no,yes,no,87,1,999,0,nonexistent,0
3743,36,blue-collar,single,basic.4y,no,yes,no,279,1,999,1,failure,0
3744,47,blue-collar,married,basic.6y,unknown,yes,no,472,2,999,0,nonexistent,0
3745,57,admin.,married,university.degree,no,no,yes,231,3,999,0,nonexistent,0
3746,27,self-employed,married,university.degree,no,no,no,215,3,999,0,nonexistent,0
3747,64,retired,married,unknown,no,no,no,252,4,999,0,nonexistent,1
3748,29,management,single,university.degree,no,no,no,118,1,999,0,nonexistent,0
3749,45,management,married,university.degree,unknown,no,no,225,2,999,0,nonexistent,0
3750,26,blue-collar,single,high.school,unknown,no,no,314,2,999,0,nonexistent,0
3751,54,services,married,high.school,no,yes,no,184,5,999,0,nonexistent,0
3752,29,admin.,single,basic.9y,unknown,yes,no,83,2,999,0,nonexistent,0
3753,39,admin.,married,high.school,no,no,no,726,2,999,0,nonexistent,0
3754,46,blue-collar,married,basic.4y,unknown,no,yes,89,1,999,0,nonexistent,0
3755,44,technician,married,professional.course,unknown,no,yes,203,4,999,0,nonexistent,0
3756,36,blue-collar,married,basic.9y,no,yes,no,320,1,999,2,failure,0
3757,59,admin.,married,high.school,no,yes,no,1019,2,2,1,success,1
3758,56,technician,married,university.degree,no,no,yes,69,1,999,0,nonexistent,0
3759,33,unemployed,married,high.school,unknown,yes,no,590,9,999,0,nonexistent,0
3760,51,technician,divorced,professional.course,no,no,yes,50,3,999,0,nonexistent,0
3761,59,blue-collar,married,basic.4y,no,yes,no,258,1,999,0,nonexistent,0
3762,31,services,married,basic.9y,no,yes,no,537,1,999,0,nonexistent,1
3763,46,technician,married,professional.course,unknown,no,no,235,2,999,0,nonexistent,0
3764,21,blue-collar,married,basic.9y,no,no,yes,89,6,999,0,nonexistent,0
3765,33,technician,single,professional.course,no,yes,no,90,1,999,0,nonexistent,0
3766,46,entrepreneur,single,university.degree,no,no,no,89,3,999,1,failure,0
3767,24,blue-collar,single,unknown,no,no,no,39,17,999,0,nonexistent,0
3768,35,technician,married,university.degree,no,no,yes,204,2,999,0,nonexistent,0
3769,32,self-employed,single,university.degree,no,yes,no,205,4,999,1,failure,1
3770,35,services,married,high.school,no,yes,no,36,1,999,0,nonexistent,0
3771,32,self-employed,single,university.degree,no,yes,no,66,3,999,1,failure,0
3772,34,technician,married,professional.course,no,yes,no,157,5,999,0,nonexistent,0
3773,47,blue-collar,married,basic.6y,unknown,yes,no,208,4,999,1,failure,0
3774,60,retired,divorced,high.school,no,no,no,99,2,999,2,failure,0
3775,43,services,divorced,high.school,no,no,no,388,3,999,0,nonexistent,0
3776,58,technician,married,basic.4y,no,yes,no,88,1,999,0,nonexistent,0
3777,31,admin.,single,university.degree,no,yes,no,114,1,999,0,nonexistent,0
3778,38,blue-collar,single,basic.4y,no,no,no,121,2,999,0,nonexistent,0
3779,35,management,married,university.degree,no,no,no,304,1,999,1,failure,0
3780,34,services,married,basic.9y,unknown,yes,no,80,1,999,0,nonexistent,0
3781,31,admin.,single,high.school,no,no,no,75,4,999,0,nonexistent,0
3782,30,self-employed,married,professional.course,no,yes,no,329,2,999,0,nonexistent,0
3783,49,management,divorced,high.school,unknown,no,no,124,1,999,0,nonexistent,0
3784,41,services,married,high.school,no,yes,no,59,4,999,0,nonexistent,0
3785,53,blue-collar,married,basic.4y,no,yes,no,180,1,999,0,nonexistent,0
3786,45,housemaid,married,basic.4y,unknown,yes,no,83,2,999,0,nonexistent,0
3787,58,retired,married,basic.4y,no,yes,no,159,4,999,0,nonexistent,0
3788,46,technician,married,basic.9y,unknown,no,no,81,3,999,0,nonexistent,0
3789,56,services,divorced,high.school,unknown,yes,no,144,2,999,0,nonexistent,0
3790,28,self-employed,single,university.degree,no,yes,no,186,2,999,0,nonexistent,0
3791,38,blue-collar,married,basic.9y,no,no,yes,159,1,999,1,failure,0
3792,32,technician,single,professional.course,no,yes,no,97,2,999,0,nonexistent,0
3793,36,admin.,married,university.degree,no,no,no,174,1,3,1,success,1
3794,27,blue-collar,married,basic.9y,no,yes,yes,152,2,999,0,nonexistent,0
3795,46,management,married,basic.9y,no,yes,no,996,1,999,0,nonexistent,0
3796,40,admin.,married,university.degree,no,no,no,815,1,999,0,nonexistent,1
3797,31,technician,married,professional.course,no,yes,no,208,1,999,0,nonexistent,1
3798,45,admin.,married,university.degree,no,yes,yes,300,1,999,0,nonexistent,0
3799,49,self-employed,married,high.school,no,no,no,532,3,999,0,nonexistent,1
3800,52,self-employed,married,university.degree,no,no,no,31,3,999,0,nonexistent,0
3801,53,admin.,divorced,high.school,no,yes,no,70,1,999,1,failure,0
3802,26,services,single,high.school,no,unknown,unknown,588,1,999,0,nonexistent,0
3803,48,services,single,high.school,no,yes,no,267,2,999,1,failure,0
3804,32,technician,married,professional.course,no,no,no,805,2,999,0,nonexistent,0
3805,34,blue-collar,single,basic.9y,no,no,no,127,1,999,1,failure,0
3806,35,technician,married,professional.course,no,no,no,159,1,999,0,nonexistent,0
3807,38,student,single,university.degree,no,no,no,619,4,999,0,nonexistent,0
3808,53,technician,single,professional.course,no,yes,no,1468,3,999,0,nonexistent,1
3809,44,technician,divorced,professional.course,no,no,no,112,1,999,0,nonexistent,0
3810,53,admin.,divorced,high.school,no,yes,no,159,2,3,1,success,0
3811,39,management,single,basic.9y,no,yes,no,125,1,999,0,nonexistent,0
3812,38,entrepreneur,married,basic.9y,no,no,no,166,3,999,0,nonexistent,0
3813,33,services,married,high.school,no,yes,no,274,2,12,2,success,1
3814,37,technician,married,high.school,unknown,yes,no,69,2,999,0,nonexistent,0
3815,29,technician,single,university.degree,no,yes,yes,225,1,999,0,nonexistent,0
3816,33,unemployed,single,university.degree,no,no,no,126,2,999,0,nonexistent,0
3817,33,admin.,single,university.degree,no,no,no,406,2,999,1,failure,1
3818,28,admin.,single,university.degree,no,no,no,317,2,999,0,nonexistent,0
3819,26,blue-collar,single,high.school,no,no,yes,111,8,999,0,nonexistent,0
3820,35,admin.,single,university.degree,no,no,no,131,1,999,0,nonexistent,0
3821,46,admin.,married,university.degree,no,yes,no,193,7,999,0,nonexistent,0
3822,43,services,married,high.school,unknown,yes,no,99,6,999,0,nonexistent,0
3823,45,admin.,single,university.degree,no,no,no,582,1,3,1,success,1
3824,50,technician,married,high.school,no,no,no,224,5,999,0,nonexistent,0
3825,42,blue-collar,married,basic.4y,no,no,no,378,1,999,0,nonexistent,0
3826,28,student,single,professional.course,no,no,no,168,2,999,0,nonexistent,0
3827,36,admin.,divorced,high.school,no,no,yes,263,1,999,0,nonexistent,0
3828,28,blue-collar,married,basic.4y,no,no,no,149,2,999,0,nonexistent,0
3829,49,housemaid,married,basic.4y,unknown,no,yes,801,1,999,0,nonexistent,1
3830,25,blue-collar,married,high.school,no,no,no,217,1,999,0,nonexistent,0
3831,43,management,married,unknown,no,no,yes,86,2,999,0,nonexistent,0
3832,36,housemaid,married,basic.6y,no,yes,no,60,16,999,0,nonexistent,0
3833,34,technician,divorced,unknown,no,yes,no,420,6,999,0,nonexistent,0
3834,34,admin.,married,university.degree,no,no,no,145,2,999,0,nonexistent,0
3835,56,management,divorced,university.degree,no,no,no,252,4,999,0,nonexistent,0
3836,34,management,married,university.degree,no,yes,no,96,1,999,0,nonexistent,0
3837,28,blue-collar,married,basic.6y,unknown,yes,no,273,5,999,0,nonexistent,0
3838,52,technician,married,university.degree,unknown,no,no,10,3,999,0,nonexistent,0
3839,38,admin.,married,high.school,no,unknown,unknown,309,1,999,0,nonexistent,0
3840,32,admin.,single,university.degree,no,no,no,24,7,999,0,nonexistent,0
3841,55,admin.,married,university.degree,unknown,no,no,96,6,999,0,nonexistent,0
3842,33,technician,married,professional.course,no,no,no,189,2,999,0,nonexistent,0
3843,33,blue-collar,divorced,basic.6y,unknown,yes,no,365,1,999,0,nonexistent,0
3844,48,blue-collar,married,basic.4y,no,no,no,63,1,999,0,nonexistent,0
3845,36,management,married,university.degree,no,yes,yes,90,2,999,0,nonexistent,0
3846,33,admin.,married,basic.9y,no,no,no,198,1,999,0,nonexistent,0
3847,40,blue-collar,married,basic.9y,no,no,no,231,1,999,0,nonexistent,0
3848,29,management,married,university.degree,no,no,no,83,4,999,0,nonexistent,0
3849,55,management,married,university.degree,no,yes,no,52,2,999,0,nonexistent,0
3850,53,admin.,married,professional.course,no,yes,no,233,2,999,0,nonexistent,0
3851,28,blue-collar,single,basic.9y,no,no,no,156,1,999,0,nonexistent,0
3852,30,blue-collar,single,basic.4y,unknown,no,no,130,1,999,0,nonexistent,0
3853,38,technician,married,university.degree,no,yes,yes,150,1,999,0,nonexistent,0
3854,32,admin.,single,university.degree,no,no,no,79,2,999,0,nonexistent,0
3855,55,technician,married,professional.course,no,no,no,113,2,999,0,nonexistent,0
3856,40,technician,single,high.school,no,no,no,151,4,999,0,nonexistent,0
3857,33,services,married,high.school,no,yes,yes,69,1,999,1,failure,0
3858,33,admin.,married,university.degree,no,no,no,384,1,999,0,nonexistent,0
3859,48,blue-collar,married,basic.4y,no,yes,no,477,2,999,0,nonexistent,0
3860,57,services,married,high.school,no,yes,no,113,2,999,1,failure,0
3861,46,services,married,university.degree,no,no,no,246,3,999,0,nonexistent,0
3862,52,technician,married,professional.course,no,yes,no,495,1,3,1,success,1
3863,32,services,single,high.school,no,yes,yes,253,1,4,2,success,1
3864,27,admin.,single,university.degree,no,no,no,96,2,999,0,nonexistent,0
3865,41,admin.,married,university.degree,no,no,no,463,1,999,0,nonexistent,1
3866,38,technician,divorced,professional.course,no,yes,no,130,1,999,0,nonexistent,0
3867,31,admin.,single,university.degree,no,yes,no,237,3,999,0,nonexistent,0
3868,33,admin.,single,university.degree,no,yes,no,320,1,999,0,nonexistent,0
3869,27,services,married,professional.course,no,no,no,395,2,999,0,nonexistent,0
3870,43,blue-collar,married,basic.9y,no,yes,no,83,1,999,0,nonexistent,0
3871,36,admin.,married,high.school,no,no,no,91,2,999,0,nonexistent,0
3872,38,technician,married,university.degree,no,yes,no,814,1,999,0,nonexistent,0
3873,50,entrepreneur,married,basic.9y,no,no,no,59,1,999,0,nonexistent,0
3874,54,technician,married,university.degree,no,yes,no,464,1,999,0,nonexistent,0
